DATA,LOCAL,VELOCIDADE DO VENTO
05/04/2022,RXCIP,15.9
05/04/2022,WKOUM,5.0
05/04/2022,IPXXJ,20.4
05/04/2022,XBEOU,29.1
05/04/2022,UFWMZ,30.8
05/04/2022,CGILB,15.5
05/04/2022,ICRWF,9.2
05/04/2022,HLOHY,11.9
05/04/2022,UQJIF,14.4
05/04/2022,GGBYI,16.5
05/04/2022,JMXMO,9.6
05/04/2022,MVIRX,16.7
05/04/2022,HMWPM,8.6
05/04/2022,WMQGI,21.6
05/04/2022,FDUYC,5.8
05/04/2022,GVFBA,32.6
05/04/2022,GUWNT,22.0
05/04/2022,APNMN,28.2
05/04/2022,NUGGK,24.2
05/04/2022,TYCYW,9.3
05/04/2022,AOBUQ,21.6
05/04/2022,WRZIC,9.5
05/04/2022,PALPN,15.8
05/04/2022,LSCQF,32.8
05/04/2022,SNUWB,26.6
05/04/2022,OOWLJ,7.7
05/04/2022,VZGRS,3.0
05/04/2022,SUWIW,22.5
05/04/2022,IPBHI,11.0
05/04/2022,YWEYG,1.6
05/04/2022,XIHWT,31.9
05/04/2022,JIXYP,3.8
05/04/2022,GWDFV,6.7
05/04/2022,LECCX,14.7
05/04/2022,MRWAB,9.8
05/04/2022,GRSHX,16.9
05/04/2022,DUNVK,4.0
05/04/2022,FIAJG,4.0
05/04/2022,FKCFL,12.8
05/04/2022,RZXRA,5.2
05/04/2022,IFPOP,19.5
05/04/2022,SRZPM,18.5
05/04/2022,HGVHP,11.6
05/04/2022,WOGQR,28.3
05/04/2022,LHIDE,10.8
05/04/2022,DVWOH,28.3
05/04/2022,REKCM,23.2
05/04/2022,CXWBB,4.3
05/04/2022,GPVYT,7.3
05/04/2022,OLISD,3.4
05/04/2022,BIGSA,31.0
05/04/2022,RENLA,23.0
05/04/2022,DWOZD,21.3
05/04/2022,OFLUR,16.2
05/04/2022,IHJVV,5.6
05/04/2022,YRZRK,10.5
05/04/2022,PEVHE,16.2
05/04/2022,UHBWY,17.5
05/04/2022,WVAXG,3.8
05/04/2022,TYZGZ,2.1
05/04/2022,WTKCW,29.5
05/04/2022,GSOCR,11.4
05/04/2022,RRVRV,21.6
05/04/2022,YQRWY,13.9
05/04/2022,XCTZF,15.8
05/04/2022,EGZIU,0.0
05/04/2022,JBMHV,14.5
05/04/2022,FDEQR,8.4
05/04/2022,AVJOM,7.2
05/04/2022,UMNEI,28.9
05/04/2022,SYZEI,1.4
05/04/2022,CWLTI,31.6
05/04/2022,RAZMS,15.3
05/04/2022,KBBZU,27.9
05/04/2022,WRHTT,28.9
05/04/2022,FXWQA,8.8
05/04/2022,EFTSM,10.1
05/04/2022,SOAYS,30.4
05/04/2022,BBEFC,29.2
05/04/2022,BPYMG,32.3
05/04/2022,AOUGH,32.4
05/04/2022,QDFYZ,9.4
05/04/2022,EOVWI,18.4
05/04/2022,ZEHVO,2.3
05/04/2022,QEUVP,24.9
05/04/2022,DHQPF,1.0
05/04/2022,WIYLF,9.9
05/04/2022,NFQPX,4.4
05/04/2022,WJXRS,9.6
05/04/2022,QWFAU,10.2
05/04/2022,SJFRM,26.4
05/04/2022,FQDLL,14.6
05/04/2022,FQEJP,8.5
05/04/2022,TEXZM,13.8
05/04/2022,FLUAV,22.6
05/04/2022,PFNNW,14.2
05/04/2022,MTLAN,13.7
05/04/2022,KLBZI,5.2
05/04/2022,YPQNJ,8.9
05/04/2022,BYGJD,13.8
05/04/2022,KRFTL,3.8
05/04/2022,JZTIE,13.5
05/04/2022,XIRCS,5.9
05/04/2022,WCJUH,23.7
05/04/2022,VQCVX,27.7
05/04/2022,ZOHFZ,30.8
05/04/2022,VCKJR,14.1
05/04/2022,NCQEO,2.5
05/04/2022,FFRKS,10.0
05/04/2022,JFCPE,14.1
05/04/2022,RSEJJ,16.6
05/04/2022,WNYKN,20.9
05/04/2022,QRZBZ,30.2
05/04/2022,RHMHZ,19.3
05/04/2022,EGPYK,9.4
05/04/2022,IAEQS,0.9
05/04/2022,WNZHM,6.4
05/04/2022,HSWFZ,27.3
05/04/2022,PYPJZ,9.3
05/04/2022,ICMCI,7.6
05/04/2022,HMZOK,15.2
05/04/2022,WCSMC,19.4
05/04/2022,HLWUD,28.8
05/04/2022,YKIQR,31.1
05/04/2022,UNFLJ,25.1
05/04/2022,WGEZY,6.6
05/04/2022,PLHLQ,30.7
05/04/2022,AYINV,15.9
05/04/2022,GUPXF,23.4
05/04/2022,BWFCD,7.6
05/04/2022,GYMNW,2.0
05/04/2022,HHCQN,11.8
05/04/2022,JJBIF,4.4
05/04/2022,TPEFG,23.1
05/04/2022,AOGUO,6.9
05/04/2022,UOANU,31.0
05/04/2022,XIUXL,21.5
05/04/2022,LUIYB,1.0
05/04/2022,QPBTK,12.5
05/04/2022,VTQBI,12.9
05/04/2022,SUMFL,14.2
05/04/2022,BWODT,17.7
05/04/2022,AWXSX,22.0
05/04/2022,ZTIFF,14.0
05/04/2022,DIMPP,15.7
05/04/2022,NNBOW,3.8
05/04/2022,UHAEI,22.5
05/04/2022,UZXCI,10.8
05/04/2022,OCZXI,23.2
05/04/2022,HEXAM,7.2
05/04/2022,UGQWT,6.0
05/04/2022,FHPKL,6.0
05/04/2022,ZFMCJ,16.1
05/04/2022,QRGCJ,32.1
05/04/2022,NVDCV,6.0
05/04/2022,ZGOGT,11.2
05/04/2022,CNWLE,27.6
05/04/2022,DDXDJ,19.6
05/04/2022,ZPBEH,22.2
05/04/2022,RWKHX,28.2
05/04/2022,GYTYQ,2.7
05/04/2022,QOSNH,21.7
05/04/2022,FIVYC,23.7
05/04/2022,EPHKD,10.2
05/04/2022,ABXRZ,5.9
05/04/2022,MTAMV,4.7
05/04/2022,PVCPM,29.1
05/04/2022,QFUAR,11.2
05/04/2022,QDXPS,17.5
05/04/2022,CNNCK,8.7
05/04/2022,ROFTR,21.0
05/04/2022,MDGNI,21.9
05/04/2022,EDPGQ,28.5
05/04/2022,CMCRZ,16.5
05/04/2022,ACDHA,12.7
05/04/2022,AMSHS,12.4
05/04/2022,NONYR,27.6
05/04/2022,TEAAU,21.3
05/04/2022,SZLHA,31.8
05/04/2022,SBJSB,27.5
05/04/2022,LPMOG,24.7
05/04/2022,TLWDX,17.9
05/04/2022,GPZNX,19.0
05/04/2022,QPHPP,22.4
05/04/2022,OVHSC,6.8
05/04/2022,IOAEM,7.7
05/04/2022,MLMJR,20.3
05/04/2022,DHBIW,27.8
05/04/2022,NZHRS,7.4
05/04/2022,MLVGY,32.1
05/04/2022,DKVRB,8.0
05/04/2022,BNVFU,13.3
05/04/2022,ANYUE,12.3
05/04/2022,LBIBC,18.3
07/04/2021,VYVGI,22.6
07/04/2021,USQAC,31.6
07/04/2021,IPWXM,0.3
07/04/2021,DENKA,14.4
07/04/2021,HUUUZ,2.4
07/04/2021,PQBLT,29.3
07/04/2021,QQAGC,17.6
07/04/2021,SQORR,16.2
07/04/2021,ZLNXH,18.0
07/04/2021,DSAII,9.5
07/04/2021,ZQVSU,4.5
07/04/2021,ZQLQF,10.4
07/04/2021,JUALF,0.1
07/04/2021,ODNJR,6.9
07/04/2021,QTKNK,8.2
07/04/2021,NPFFO,28.5
07/04/2021,VODXF,8.2
07/04/2021,TRETF,6.9
07/04/2021,DTMHI,24.1
07/04/2021,JZGDA,12.3
07/04/2021,FSABB,12.7
07/04/2021,YMYHI,12.5
07/04/2021,VASJU,12.4
07/04/2021,KXFFP,4.2
07/04/2021,ORGYD,2.7
07/04/2021,HLLJI,8.0
07/04/2021,NBZGO,15.7
07/04/2021,YGMWM,32.4
07/04/2021,WOVHE,21.3
07/04/2021,PXLGY,20.2
07/04/2021,YDTEU,15.4
07/04/2021,SLZLX,19.7
07/04/2021,XGKEN,24.5
07/04/2021,EABDR,24.5
07/04/2021,NNQIH,28.9
07/04/2021,FTCLW,25.8
07/04/2021,ZJPKS,1.3
07/04/2021,GTJRP,25.7
07/04/2021,XFDUL,10.7
07/04/2021,MXPAM,19.3
07/04/2021,PYJZU,7.4
07/04/2021,VUBPL,8.3
07/04/2021,SMCRS,24.7
07/04/2021,SSNQX,7.0
07/04/2021,MYEJE,26.8
07/04/2021,JYWGJ,15.6
07/04/2021,VBGYH,18.3
07/04/2021,ALXPA,15.8
07/04/2021,OYSCR,31.8
07/04/2021,VKYDS,21.7
07/04/2021,HHVXE,4.9
07/04/2021,GOLZK,17.8
07/04/2021,AAGGK,22.4
07/04/2021,CSCHI,4.2
07/04/2021,NSTZL,19.7
07/04/2021,WYEFJ,18.6
07/04/2021,NYPJG,29.8
07/04/2021,QHLNE,4.0
07/04/2021,GKGVE,28.3
07/04/2021,PIDOD,31.1
07/04/2021,EFTDM,26.0
07/04/2021,DMPLW,7.8
07/04/2021,RXCIP,24.6
07/04/2021,WKOUM,16.2
07/04/2021,IPXXJ,17.1
07/04/2021,XBEOU,23.2
07/04/2021,UFWMZ,3.2
07/04/2021,CGILB,10.7
07/04/2021,ICRWF,23.2
07/04/2021,HLOHY,31.2
07/04/2021,UQJIF,12.9
07/04/2021,GGBYI,26.0
07/04/2021,JMXMO,19.9
07/04/2021,MVIRX,23.9
07/04/2021,HMWPM,2.6
07/04/2021,WMQGI,24.3
07/04/2021,FDUYC,4.8
07/04/2021,GVFBA,5.6
07/04/2021,GUWNT,13.5
07/04/2021,APNMN,2.7
07/04/2021,NUGGK,31.4
07/04/2021,TYCYW,8.5
07/04/2021,AOBUQ,18.6
07/04/2021,WRZIC,5.7
07/04/2021,PALPN,30.6
07/04/2021,LSCQF,18.2
07/04/2021,SNUWB,27.7
07/04/2021,OOWLJ,9.8
07/04/2021,VZGRS,22.0
07/04/2021,SUWIW,8.5
07/04/2021,IPBHI,2.8
07/04/2021,YWEYG,26.3
07/04/2021,XIHWT,3.2
07/04/2021,JIXYP,23.5
07/04/2021,GWDFV,32.2
07/04/2021,LECCX,2.7
07/04/2021,MRWAB,6.2
07/04/2021,GRSHX,22.3
07/04/2021,DUNVK,16.3
07/04/2021,FIAJG,20.5
07/04/2021,FKCFL,17.4
07/04/2021,RZXRA,11.3
07/04/2021,IFPOP,28.3
07/04/2021,SRZPM,32.4
07/04/2021,HGVHP,13.0
07/04/2021,WOGQR,3.0
07/04/2021,LHIDE,13.1
07/04/2021,DVWOH,30.1
07/04/2021,REKCM,16.9
07/04/2021,CXWBB,5.4
07/04/2021,GPVYT,11.1
07/04/2021,OLISD,12.3
07/04/2021,BIGSA,10.9
07/04/2021,RENLA,7.3
07/04/2021,DWOZD,23.8
07/04/2021,OFLUR,18.2
07/04/2021,IHJVV,24.8
07/04/2021,YRZRK,21.3
07/04/2021,PEVHE,22.4
07/04/2021,UHBWY,9.4
07/04/2021,WVAXG,12.7
07/04/2021,TYZGZ,15.7
07/04/2021,WTKCW,9.4
07/04/2021,GSOCR,22.7
07/04/2021,RRVRV,23.8
07/04/2021,YQRWY,11.5
07/04/2021,XCTZF,21.0
07/04/2021,EGZIU,23.2
07/04/2021,JBMHV,2.6
07/04/2021,FDEQR,17.4
07/04/2021,AVJOM,26.5
07/04/2021,UMNEI,19.7
07/04/2021,SYZEI,3.4
07/04/2021,CWLTI,13.3
07/04/2021,RAZMS,32.6
07/04/2021,KBBZU,17.2
07/04/2021,WRHTT,3.4
07/04/2021,FXWQA,22.1
07/04/2021,EFTSM,32.7
07/04/2021,SOAYS,4.7
07/04/2021,BBEFC,31.0
07/04/2021,BPYMG,14.1
07/04/2021,AOUGH,26.2
07/04/2021,QDFYZ,30.7
07/04/2021,EOVWI,8.2
07/04/2021,ZEHVO,8.4
07/04/2021,QEUVP,14.2
07/04/2021,DHQPF,14.6
07/04/2021,WIYLF,10.0
07/04/2021,NFQPX,18.0
07/04/2021,WJXRS,19.7
07/04/2021,QWFAU,23.0
07/04/2021,SJFRM,3.1
07/04/2021,FQDLL,1.7
07/04/2021,FQEJP,30.8
07/04/2021,TEXZM,21.2
07/04/2021,FLUAV,2.3
07/04/2021,PFNNW,29.2
07/04/2021,MTLAN,19.7
07/04/2021,KLBZI,0.2
07/04/2021,YPQNJ,28.9
07/04/2021,BYGJD,15.7
07/04/2021,KRFTL,4.4
07/04/2021,JZTIE,4.5
07/04/2021,XIRCS,21.4
07/04/2021,WCJUH,4.8
07/04/2021,VQCVX,24.1
07/04/2021,ZOHFZ,11.5
07/04/2021,VCKJR,10.1
07/04/2021,NCQEO,26.5
07/04/2021,FFRKS,21.8
07/04/2021,JFCPE,12.4
07/04/2021,RSEJJ,22.6
07/04/2021,WNYKN,5.6
07/04/2021,QRZBZ,15.5
07/04/2021,RHMHZ,8.1
07/04/2021,EGPYK,26.8
07/04/2021,IAEQS,9.0
07/04/2021,WNZHM,25.3
07/04/2021,HSWFZ,32.6
07/04/2021,PYPJZ,13.8
07/04/2021,ICMCI,0.3
07/04/2021,HMZOK,1.0
07/04/2021,WCSMC,3.6
07/04/2021,HLWUD,1.0
07/04/2021,YKIQR,2.5
07/04/2021,UNFLJ,26.1
07/04/2021,WGEZY,0.6
07/04/2021,PLHLQ,9.8
07/04/2021,AYINV,12.0
07/04/2021,GUPXF,16.2
07/04/2021,BWFCD,28.4
07/04/2021,GYMNW,9.1
07/04/2021,HHCQN,25.4
07/04/2021,JJBIF,17.1
07/04/2021,TPEFG,2.2
07/04/2021,AOGUO,29.0
07/04/2021,UOANU,29.6
07/04/2021,XIUXL,15.1
07/04/2021,LUIYB,30.5
07/04/2021,QPBTK,22.5
07/04/2021,VTQBI,25.1
07/04/2021,SUMFL,27.4
07/04/2021,BWODT,18.0
07/04/2021,AWXSX,24.2
07/04/2021,ZTIFF,18.8
07/04/2021,DIMPP,3.3
07/04/2021,NNBOW,17.7
07/04/2021,UHAEI,6.1
07/04/2021,UZXCI,31.6
07/04/2021,OCZXI,0.2
07/04/2021,HEXAM,4.9
07/04/2021,UGQWT,23.5
07/04/2021,FHPKL,18.7
07/04/2021,ZFMCJ,31.4
07/04/2021,QRGCJ,5.9
07/04/2021,NVDCV,9.2
07/04/2021,ZGOGT,24.3
07/04/2021,CNWLE,18.2
07/04/2021,DDXDJ,26.6
07/04/2021,ZPBEH,3.6
07/04/2021,RWKHX,10.3
07/04/2021,GYTYQ,27.1
07/04/2021,QOSNH,8.4
07/04/2021,FIVYC,26.4
07/04/2021,EPHKD,15.6
07/04/2021,ABXRZ,4.2
07/04/2021,MTAMV,31.1
07/04/2021,PVCPM,1.5
07/04/2021,QFUAR,21.8
07/04/2021,QDXPS,17.0
07/04/2021,CNNCK,0.3
07/04/2021,ROFTR,1.4
07/04/2021,MDGNI,13.2
07/04/2021,EDPGQ,4.4
07/04/2021,CMCRZ,24.4
07/04/2021,ACDHA,19.2
07/04/2021,AMSHS,32.7
07/04/2021,NONYR,6.4
07/04/2021,TEAAU,11.4
07/04/2021,SZLHA,17.8
07/04/2021,SBJSB,28.6
07/04/2021,LPMOG,30.2
07/04/2021,TLWDX,14.6
07/04/2021,GPZNX,24.1
07/04/2021,QPHPP,8.7
07/04/2021,OVHSC,26.3
07/04/2021,IOAEM,13.5
07/04/2021,MLMJR,25.9
07/04/2021,DHBIW,15.0
07/04/2021,NZHRS,27.3
07/04/2021,MLVGY,20.1
07/04/2021,DKVRB,16.8
07/04/2021,BNVFU,8.3
07/04/2021,ANYUE,20.2
07/04/2021,LBIBC,27.6
05/06/2022,VYVGI,13.7
05/06/2022,USQAC,7.3
05/06/2022,IPWXM,25.8
05/06/2022,DENKA,2.7
05/06/2022,HUUUZ,9.3
05/06/2022,PQBLT,0.4
05/06/2022,QQAGC,2.5
05/06/2022,SQORR,11.2
05/06/2022,ZLNXH,7.9
05/06/2022,DSAII,25.0
05/06/2022,ZQVSU,0.4
05/06/2022,ZQLQF,7.0
05/06/2022,JUALF,2.1
05/06/2022,ODNJR,23.8
05/06/2022,QTKNK,13.2
05/06/2022,NPFFO,25.2
05/06/2022,VODXF,11.6
05/06/2022,TRETF,30.4
05/06/2022,DTMHI,28.6
05/06/2022,JZGDA,18.7
05/06/2022,FSABB,23.9
05/06/2022,YMYHI,28.9
05/06/2022,VASJU,11.5
05/06/2022,KXFFP,20.4
05/06/2022,ORGYD,29.7
05/06/2022,HLLJI,24.2
05/06/2022,NBZGO,26.0
05/06/2022,YGMWM,6.2
05/06/2022,WOVHE,11.3
05/06/2022,PXLGY,21.2
05/06/2022,YDTEU,24.1
05/06/2022,SLZLX,20.5
05/06/2022,XGKEN,13.8
05/06/2022,EABDR,9.0
05/06/2022,NNQIH,3.4
05/06/2022,FTCLW,14.6
05/06/2022,ZJPKS,0.6
05/06/2022,GTJRP,5.5
05/06/2022,XFDUL,16.1
05/06/2022,MXPAM,7.2
05/06/2022,PYJZU,27.0
05/06/2022,VUBPL,25.4
05/06/2022,SMCRS,3.9
05/06/2022,SSNQX,10.0
05/06/2022,MYEJE,13.6
05/06/2022,JYWGJ,3.6
05/06/2022,VBGYH,24.1
05/06/2022,ALXPA,26.3
05/06/2022,OYSCR,11.1
05/06/2022,VKYDS,21.1
05/06/2022,HHVXE,18.1
05/06/2022,GOLZK,20.2
05/06/2022,AAGGK,14.3
05/06/2022,CSCHI,19.3
05/06/2022,NSTZL,30.1
05/06/2022,WYEFJ,3.5
05/06/2022,NYPJG,5.5
05/06/2022,QHLNE,23.7
05/06/2022,GKGVE,2.4
05/06/2022,PIDOD,8.1
05/06/2022,EFTDM,2.9
05/06/2022,DMPLW,16.9
05/06/2022,RXCIP,10.6
05/06/2022,WKOUM,6.4
05/06/2022,IPXXJ,32.2
05/06/2022,XBEOU,18.5
05/06/2022,UFWMZ,26.6
05/06/2022,CGILB,7.1
05/06/2022,ICRWF,26.3
05/06/2022,HLOHY,1.1
05/06/2022,UQJIF,11.2
05/06/2022,GGBYI,30.7
05/06/2022,JMXMO,10.7
05/06/2022,MVIRX,17.5
05/06/2022,HMWPM,1.9
05/06/2022,WMQGI,6.9
05/06/2022,FDUYC,30.4
05/06/2022,GVFBA,12.4
05/06/2022,GUWNT,14.1
05/06/2022,APNMN,26.8
05/06/2022,NUGGK,28.5
05/06/2022,TYCYW,20.4
05/06/2022,AOBUQ,29.9
05/06/2022,WRZIC,12.9
05/06/2022,PALPN,28.9
05/06/2022,LSCQF,4.0
05/06/2022,SNUWB,31.9
05/06/2022,OOWLJ,1.7
05/06/2022,VZGRS,16.5
05/06/2022,SUWIW,32.3
05/06/2022,IPBHI,27.4
05/06/2022,YWEYG,27.3
05/06/2022,XIHWT,3.5
05/06/2022,JIXYP,11.6
05/06/2022,GWDFV,15.2
05/06/2022,LECCX,6.2
05/06/2022,MRWAB,23.2
05/06/2022,GRSHX,18.8
05/06/2022,DUNVK,0.9
05/06/2022,FIAJG,2.8
05/06/2022,FKCFL,19.2
05/06/2022,RZXRA,22.1
05/06/2022,IFPOP,28.3
05/06/2022,SRZPM,9.8
05/06/2022,HGVHP,4.5
05/06/2022,WOGQR,17.3
05/06/2022,LHIDE,29.5
05/06/2022,DVWOH,32.8
05/06/2022,REKCM,11.3
05/06/2022,CXWBB,2.1
05/06/2022,GPVYT,23.8
05/06/2022,OLISD,5.4
05/06/2022,BIGSA,20.3
05/06/2022,RENLA,7.9
05/06/2022,DWOZD,25.3
05/06/2022,OFLUR,32.6
05/06/2022,IHJVV,32.6
05/06/2022,YRZRK,14.3
05/06/2022,PEVHE,1.9
05/06/2022,UHBWY,20.2
05/06/2022,WVAXG,31.1
05/06/2022,TYZGZ,14.1
05/06/2022,WTKCW,25.6
05/06/2022,GSOCR,31.3
05/06/2022,RRVRV,19.2
05/06/2022,YQRWY,1.0
05/06/2022,XCTZF,1.6
05/06/2022,EGZIU,27.1
05/06/2022,JBMHV,26.8
05/06/2022,FDEQR,31.3
05/06/2022,AVJOM,11.9
05/06/2022,UMNEI,19.1
05/06/2022,SYZEI,6.6
05/06/2022,CWLTI,20.7
05/06/2022,RAZMS,1.9
05/06/2022,KBBZU,0.8
05/06/2022,WRHTT,10.0
05/06/2022,FXWQA,3.6
05/06/2022,EFTSM,6.5
05/06/2022,SOAYS,11.6
05/06/2022,BBEFC,22.6
05/06/2022,BPYMG,2.9
05/06/2022,AOUGH,18.4
05/06/2022,QDFYZ,2.7
05/06/2022,EOVWI,23.2
05/06/2022,ZEHVO,32.3
05/06/2022,QEUVP,10.2
05/06/2022,DHQPF,14.7
05/06/2022,WIYLF,18.4
05/06/2022,NFQPX,25.6
05/06/2022,WJXRS,5.1
05/06/2022,QWFAU,16.6
05/06/2022,SJFRM,2.1
05/06/2022,FQDLL,13.8
05/06/2022,FQEJP,20.7
05/06/2022,TEXZM,16.8
05/06/2022,FLUAV,1.8
05/06/2022,PFNNW,27.6
05/06/2022,MTLAN,14.5
05/06/2022,KLBZI,18.6
05/06/2022,YPQNJ,32.1
05/06/2022,BYGJD,6.3
05/06/2022,KRFTL,29.1
05/06/2022,JZTIE,26.8
05/06/2022,XIRCS,10.6
05/06/2022,WCJUH,6.5
05/06/2022,VQCVX,2.8
05/06/2022,ZOHFZ,19.0
05/06/2022,VCKJR,18.6
05/06/2022,NCQEO,31.6
05/06/2022,FFRKS,23.7
05/06/2022,JFCPE,1.6
05/06/2022,RSEJJ,0.2
05/06/2022,WNYKN,28.5
05/06/2022,QRZBZ,8.2
05/06/2022,RHMHZ,1.2
05/06/2022,EGPYK,6.9
05/06/2022,IAEQS,26.8
05/06/2022,WNZHM,32.6
05/06/2022,HSWFZ,8.2
05/06/2022,PYPJZ,10.5
05/06/2022,ICMCI,16.1
05/06/2022,HMZOK,5.4
05/06/2022,WCSMC,15.4
05/06/2022,HLWUD,32.0
05/06/2022,YKIQR,32.5
05/06/2022,UNFLJ,30.1
05/06/2022,WGEZY,8.6
05/06/2022,PLHLQ,14.4
05/06/2022,AYINV,24.3
05/06/2022,GUPXF,3.4
05/06/2022,BWFCD,21.5
05/06/2022,GYMNW,1.9
05/06/2022,HHCQN,32.2
05/06/2022,JJBIF,9.0
05/06/2022,TPEFG,13.9
05/06/2022,AOGUO,2.7
05/06/2022,UOANU,20.8
05/06/2022,XIUXL,13.3
05/06/2022,LUIYB,7.3
05/06/2022,QPBTK,22.7
05/06/2022,VTQBI,19.5
05/06/2022,SUMFL,21.4
05/06/2022,BWODT,19.7
05/06/2022,AWXSX,10.1
05/06/2022,ZTIFF,6.7
05/06/2022,DIMPP,18.5
05/06/2022,NNBOW,12.1
05/06/2022,UHAEI,10.0
05/06/2022,UZXCI,1.7
05/06/2022,OCZXI,16.3
05/06/2022,HEXAM,15.6
05/06/2022,UGQWT,17.9
05/06/2022,FHPKL,16.9
05/06/2022,ZFMCJ,18.4
05/06/2022,QRGCJ,25.0
05/06/2022,NVDCV,26.8
05/06/2022,ZGOGT,2.4
05/06/2022,CNWLE,10.4
05/06/2022,DDXDJ,26.9
05/06/2022,ZPBEH,0.2
05/06/2022,RWKHX,29.9
05/06/2022,GYTYQ,13.1
05/06/2022,QOSNH,26.7
05/06/2022,FIVYC,24.9
05/06/2022,EPHKD,21.8
05/06/2022,ABXRZ,17.2
05/06/2022,MTAMV,3.8
05/06/2022,PVCPM,8.4
05/06/2022,QFUAR,3.7
05/06/2022,QDXPS,28.4
05/06/2022,CNNCK,16.5
05/06/2022,ROFTR,21.9
05/06/2022,MDGNI,14.5
05/06/2022,EDPGQ,25.3
05/06/2022,CMCRZ,13.6
05/06/2022,ACDHA,30.2
05/06/2022,AMSHS,2.5
05/06/2022,NONYR,23.6
05/06/2022,TEAAU,10.2
05/06/2022,SZLHA,20.2
05/06/2022,SBJSB,10.5
05/06/2022,LPMOG,14.7
05/06/2022,TLWDX,4.2
05/06/2022,GPZNX,6.6
05/06/2022,QPHPP,4.6
05/06/2022,OVHSC,23.0
05/06/2022,IOAEM,30.5
05/06/2022,MLMJR,21.6
05/06/2022,DHBIW,18.7
05/06/2022,NZHRS,1.5
05/06/2022,MLVGY,5.6
05/06/2022,DKVRB,17.5
05/06/2022,BNVFU,7.0
05/06/2022,ANYUE,14.1
05/06/2022,LBIBC,5.7
12/03/2021,VYVGI,12.4
12/03/2021,USQAC,13.9
12/03/2021,IPWXM,29.3
12/03/2021,DENKA,17.4
12/03/2021,HUUUZ,1.4
12/03/2021,PQBLT,6.7
12/03/2021,QQAGC,20.8
12/03/2021,SQORR,16.7
12/03/2021,ZLNXH,22.0
12/03/2021,DSAII,1.6
12/03/2021,ZQVSU,15.2
12/03/2021,ZQLQF,29.2
12/03/2021,JUALF,26.8
12/03/2021,ODNJR,18.3
12/03/2021,QTKNK,14.9
12/03/2021,NPFFO,28.4
12/03/2021,VODXF,18.7
12/03/2021,TRETF,30.0
12/03/2021,DTMHI,18.1
12/03/2021,JZGDA,2.6
12/03/2021,FSABB,4.5
12/03/2021,YMYHI,0.4
12/03/2021,VASJU,20.7
12/03/2021,KXFFP,13.9
12/03/2021,ORGYD,19.5
12/03/2021,HLLJI,1.1
12/03/2021,NBZGO,4.1
12/03/2021,YGMWM,17.0
12/03/2021,WOVHE,16.2
12/03/2021,PXLGY,8.6
12/03/2021,YDTEU,5.7
12/03/2021,SLZLX,2.5
12/03/2021,XGKEN,8.3
12/03/2021,EABDR,17.9
12/03/2021,NNQIH,6.2
12/03/2021,FTCLW,30.4
12/03/2021,ZJPKS,28.0
12/03/2021,GTJRP,15.3
12/03/2021,XFDUL,10.6
12/03/2021,MXPAM,14.4
12/03/2021,PYJZU,3.8
12/03/2021,VUBPL,24.4
12/03/2021,SMCRS,30.1
12/03/2021,SSNQX,2.3
12/03/2021,MYEJE,1.0
12/03/2021,JYWGJ,28.7
12/03/2021,VBGYH,0.7
12/03/2021,ALXPA,17.8
12/03/2021,OYSCR,14.3
12/03/2021,VKYDS,10.5
12/03/2021,HHVXE,19.3
12/03/2021,GOLZK,4.9
12/03/2021,AAGGK,30.2
12/03/2021,CSCHI,1.0
12/03/2021,NSTZL,9.8
12/03/2021,WYEFJ,10.7
12/03/2021,NYPJG,24.6
12/03/2021,QHLNE,19.7
12/03/2021,GKGVE,20.1
12/03/2021,PIDOD,29.8
12/03/2021,EFTDM,9.1
12/03/2021,DMPLW,1.7
12/03/2021,RXCIP,32.1
12/03/2021,WKOUM,15.6
12/03/2021,IPXXJ,1.4
12/03/2021,XBEOU,23.7
12/03/2021,UFWMZ,20.1
12/03/2021,CGILB,28.2
12/03/2021,ICRWF,28.5
12/03/2021,HLOHY,4.0
12/03/2021,UQJIF,12.9
12/03/2021,GGBYI,26.3
12/03/2021,JMXMO,12.9
12/03/2021,MVIRX,25.0
12/03/2021,HMWPM,11.2
12/03/2021,WMQGI,24.4
12/03/2021,FDUYC,23.6
12/03/2021,GVFBA,10.5
12/03/2021,GUWNT,22.9
12/03/2021,APNMN,13.8
12/03/2021,NUGGK,30.9
12/03/2021,TYCYW,26.7
12/03/2021,AOBUQ,30.1
12/03/2021,WRZIC,15.2
12/03/2021,PALPN,2.1
12/03/2021,LSCQF,32.8
12/03/2021,SNUWB,3.8
12/03/2021,OOWLJ,4.3
12/03/2021,VZGRS,28.5
12/03/2021,SUWIW,11.4
12/03/2021,IPBHI,8.5
12/03/2021,YWEYG,25.9
12/03/2021,XIHWT,6.9
12/03/2021,JIXYP,21.0
12/03/2021,GWDFV,31.2
12/03/2021,LECCX,8.3
12/03/2021,MRWAB,30.8
12/03/2021,GRSHX,0.9
12/03/2021,DUNVK,12.9
12/03/2021,FIAJG,13.5
12/03/2021,FKCFL,2.0
12/03/2021,RZXRA,7.3
12/03/2021,IFPOP,31.1
12/03/2021,SRZPM,5.3
12/03/2021,HGVHP,3.8
12/03/2021,WOGQR,27.2
12/03/2021,LHIDE,8.6
12/03/2021,DVWOH,25.6
12/03/2021,REKCM,9.5
12/03/2021,CXWBB,22.1
12/03/2021,GPVYT,12.8
12/03/2021,OLISD,27.3
12/03/2021,BIGSA,30.8
